age,gender,education_level,employment_status,job_title,has_loan,loan_type,loan_term_months,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,monthly_income_rm,monthly_expenses_rm,savings_rm,loan_amount_rm,monthly_emi_rm
66,Female,Master,Employed,Unemployed,No,No Loan,0,0.0,0.0,424,3.17,Asia,10063.358,8249.91,383406.63600000006,0.0,0.0
54,Male,Bachelor,Employed,Engineer,No,No Loan,0,0.0,0.0,345,8.17,Asia,4541.14,3888.921,445263.85300000006,0.0,0.0
42,Male,Bachelor,Self-employed,Teacher,No,No Loan,0,0.0,0.0,672,1.44,Asia,18624.267,13741.437,321650.234,0.0,0.0
27,Male,Master,Employed,Student,No,No Loan,0,0.0,0.0,785,7.42,Asia,24153.488,7313.858000000001,2149478.072,0.0,0.0
20,Female,High School,Employed,Accountant,No,No Loan,0,0.0,0.0,408,2.39,Asia,16912.292,5123.563999999999,484516.749,0.0,0.0
58,Female,Master,Unemployed,Salesperson,No,No Loan,0,0.0,0.0,477,3.34,Asia,25084.229,9858.955,1004549.894,0.0,0.0
25,Male,High School,Student,Teacher,No,No Loan,0,0.0,0.0,437,3.74,Asia,14974.858,5100.722,672079.179,0.0,0.0
45,Male,Master,Self-employed,Unemployed,Yes,Business,24,8.3,2.25,480,1.15,Asia,17853.984,12300.605000000001,245502.573,884558.7060000001,40127.331
29,Female,Bachelor,Employed,Salesperson,No,No Loan,0,0.0,0.0,618,8.31,Asia,16843.813000000002,8473.113,1679661.4660000002,0.0,0.0
29,Female,High School,Employed,Unemployed,No,No Loan,0,0.0,0.0,386,9.76,Asia,13073.614,6791.829,1531362.789,0.0,0.0
32,Female,Bachelor,Student,Teacher,Yes,Business,24,17.69,0.49,492,2.43,Asia,14503.119,6586.157,422531.316,142866.511,7111.1
46,Male,Master,Self-employed,Driver,No,No Loan,0,0.0,0.0,304,4.42,Asia,31296.078,10235.284,1660992.831,0.0,0.0
36,Male,Bachelor,Student,Unemployed,Yes,Car,360,15.3,0.84,380,0.6,Asia,18338.319,8073.66,131232.507,1202245.712,15490.542000000001
45,Female,Other,Self-employed,Salesperson,No,No Loan,0,0.0,0.0,409,4.42,Asia,22555.958000000002,11127.814,1197255.816,0.0,0.0
34,Male,Bachelor,Self-employed,Manager,Yes,Car,60,17.27,5.04,682,4.23,Asia,6615.813999999999,5817.284000000001,335531.966,1334017.262,33347.722
35,Male,PhD,Student,Doctor,Yes,Business,240,16.53,0.92,836,1.27,Asia,11387.724,3632.16,173665.75200000004,735317.491,10523.629
27,Male,Other,Employed,Engineer,Yes,Home,24,22.04,2.92,459,3.49,Asia,31115.551,18046.355,1302374.982,1749648.038,90803.06
44,Female,Master,Employed,Engineer,Yes,Business,240,20.29,0.18,841,3.7,Asia,17373.785,14043.177,770976.297,177585.74,3057.35
51,Female,High School,Self-employed,Driver,Yes,Home,120,21.87,1.54,728,1.38,Asia,31390.877,18744.963,520211.36900000006,2344570.842,48254.19500000001
50,Male,Bachelor,Student,Manager,No,No Loan,0,0.0,0.0,662,9.21,Asia,37319.128,31353.089,4123063.8140000002,0.0,0.0
47,Male,Master,Employed,Manager,Yes,Car,120,29.59,2.86,377,4.34,Asia,17224.795000000002,14476.094000000001,898033.9349999999,1887382.6190000002,49184.184
38,Female,Master,Self-employed,Student,Yes,Business,120,25.89,1.71,612,9.31,Asia,21116.771,8296.487000000001,2358221.992,1543738.3120000002,36092.146
52,Male,Master,Self-employed,Engineer,Yes,Education,36,14.44,2.7,426,9.71,Asia,14003.368,10451.907,1632402.1199999999,1097332.7820000001,37739.167
47,Female,Master,Self-employed,Accountant,Yes,Car,300,19.31,0.03,681,4.98,Asia,4624.988,3177.858,276649.614,8593.245,139.449
64,Female,Master,Student,Doctor,No,No Loan,0,0.0,0.0,679,8.66,Asia,35251.128,16178.951000000001,3664794.215,0.0,0.0
58,Female,High School,Employed,Accountant,Yes,Home,360,19.17,0.86,359,1.67,Asia,35685.03200000001,27705.419,715795.5240000001,1918640.0160000003,30752.617
33,Male,Master,Employed,Teacher,Yes,Home,360,10.62,0.53,756,3.44,Asia,29269.626,20315.656,1206913.235,1665167.465,15381.549
18,Male,Bachelor,Unemployed,Doctor,Yes,Education,180,7.5,0.46,389,0.11,Asia,34183.852,22910.761000000002,46684.912,1688930.8530000001,15656.593
36,Male,Bachelor,Unemployed,Salesperson,Yes,Education,36,10.04,2.67,353,2.67,Asia,23241.406,11738.109,746042.75,1918712.208,61947.504
60,Male,Bachelor,Employed,Engineer,No,No Loan,0,0.0,0.0,552,8.84,Asia,34701.322,12327.630000000001,3682584.89,0.0,0.0
42,Male,Other,Employed,Manager,No,No Loan,0,0.0,0.0,437,6.35,Asia,17556.333,12206.135000000002,1338619.7370000002,0.0,0.0
39,Female,Bachelor,Student,Manager,Yes,Home,12,24.78,4.24,666,7.62,Asia,7179.579,6324.884,656433.255,320476.07999999996,30425.167999999998
34,Female,Bachelor,Self-employed,Driver,No,No Loan,0,0.0,0.0,300,9.74,Asia,11483.980000000001,9765.707,1341687.0980000002,0.0,0.0
20,Female,Bachelor,Self-employed,Driver,No,No Loan,0,0.0,0.0,651,4.66,Asia,3391.567,2814.501,189608.575,0.0,0.0
66,Female,High School,Employed,Accountant,No,No Loan,0,0.0,0.0,599,4.95,Asia,17886.414,15620.732,1063411.049,0.0,0.0
33,Male,Bachelor,Employed,Manager,Yes,Car,300,17.71,12.07,450,6.76,Asia,2350.0,1357.971,190509.14200000002,1897729.6220000002,28357.167999999998
53,Male,Master,Student,Student,No,No Loan,0,0.0,0.0,783,8.27,Asia,21926.675,11650.36,2177210.093,0.0,0.0
18,Male,Bachelor,Unemployed,Teacher,Yes,Home,24,11.88,30.54,438,0.54,Asia,2350.0,1855.701,15355.557999999999,1526202.8,71758.19
39,Male,Bachelor,Employed,Salesperson,Yes,Car,24,6.76,2.09,788,4.36,Asia,33845.452,22994.985,1769986.771,1585482.5370000002,70813.772
40,Male,Master,Self-employed,Salesperson,No,No Loan,0,0.0,0.0,599,0.33,Asia,25507.229,18508.600000000002,99778.838,0.0,0.0
51,Male,Master,Self-employed,Unemployed,No,No Loan,0,0.0,0.0,384,5.03,Asia,13849.02,11059.993,835626.348,0.0,0.0
66,Male,Master,Employed,Engineer,No,No Loan,0,0.0,0.0,411,8.59,Asia,9107.425000000001,5431.978,938639.773,0.0,0.0
68,Female,Bachelor,Employed,Unemployed,No,No Loan,0,0.0,0.0,719,2.12,Asia,22842.423000000003,8990.066,580927.755,0.0,0.0
39,Female,Bachelor,Employed,Manager,No,No Loan,0,0.0,0.0,330,9.99,Asia,17960.11,12509.144,2152257.511,0.0,0.0
37,Male,Bachelor,Employed,Accountant,No,No Loan,0,0.0,0.0,718,3.37,Asia,9646.656,6686.925,389622.433,0.0,0.0
57,Female,High School,Employed,Teacher,No,No Loan,0,0.0,0.0,799,3.45,Asia,16143.278,5821.843000000001,668851.83,0.0,0.0
21,Male,PhD,Employed,Doctor,Yes,Education,60,9.37,0.38,412,8.21,Asia,38225.053,32019.878,3766974.1890000002,693555.9230000001,14521.966000000002
64,Female,Master,Employed,Driver,Yes,Business,360,24.23,4.89,844,7.15,Asia,9357.935,4909.996,802482.042,2264159.764,45751.44500000001
57,Male,Master,Employed,Doctor,No,No Loan,0,0.0,0.0,657,6.55,Asia,12175.585000000001,3672.063,956358.632,0.0,0.0
53,Male,Bachelor,Self-employed,Teacher,Yes,Business,12,25.77,8.62,381,9.91,Asia,16752.774,7753.684,1991408.5650000002,1513426.837,144408.534
53,Female,PhD,Employed,Unemployed,No,No Loan,0,0.0,0.0,389,2.53,Asia,9709.260000000002,5517.283,294391.78500000003,0.0,0.0
31,Male,PhD,Employed,Engineer,No,No Loan,0,0.0,0.0,727,6.24,Asia,28957.969000000005,21124.479,2167657.249,0.0,0.0
49,Male,Bachelor,Self-employed,Accountant,Yes,Home,180,6.5,0.24,822,2.02,Asia,16473.359,11743.702,399576.09300000005,447641.91200000007,3899.449
18,Male,Master,Employed,Accountant,Yes,Education,36,28.86,0.13,348,7.37,Asia,20845.393,10420.37,1843406.1760000002,65505.639,2740.0530000000003
35,Male,Master,Employed,Accountant,No,No Loan,0,0.0,0.0,527,5.58,Asia,23639.214,20590.794,1584088.0,0.0,0.0
53,Male,Bachelor,Employed,Doctor,No,No Loan,0,0.0,0.0,570,5.71,Asia,14710.060000000001,8762.116,1007942.26,0.0,0.0
19,Female,High School,Self-employed,Accountant,Yes,Car,24,8.35,2.83,597,7.72,Asia,23986.027000000002,16299.835000000001,2220640.725,1495777.35,67888.962
34,Male,Bachelor,Self-employed,Driver,Yes,Home,36,26.27,0.89,462,5.01,Asia,20359.225000000002,10566.539999999999,1223351.109,447338.10400000005,18087.95
44,Female,High School,Employed,Driver,No,No Loan,0,0.0,0.0,847,5.46,Asia,18550.9,7279.736000000001,1215281.82,0.0,0.0
38,Female,Master,Unemployed,Doctor,No,No Loan,0,0.0,0.0,679,2.59,Asia,6416.675,3053.355,199486.33000000002,0.0,0.0
22,Female,Bachelor,Self-employed,Salesperson,Yes,Education,300,29.81,1.93,546,0.62,Asia,26967.519000000004,22514.222,200910.33599999998,2091396.882,51986.794
26,Female,High School,Self-employed,Engineer,No,No Loan,0,0.0,0.0,665,2.34,Asia,22596.378,19303.323,635751.328,0.0,0.0
43,Female,Master,Self-employed,Engineer,Yes,Business,120,18.73,5.81,540,3.88,Asia,6521.438,2511.5860000000002,303486.56700000004,2048036.5150000001,37870.485
59,Female,Master,Employed,Student,No,No Loan,0,0.0,0.0,831,3.15,Asia,29664.99,23317.264,1119971.4130000002,0.0,0.0
48,Male,Bachelor,Self-employed,Student,Yes,Home,12,9.33,1.57,739,4.63,Asia,31815.663,20961.53,1769069.284,568896.037,49837.907
41,Female,Bachelor,Employed,Salesperson,Yes,Education,36,9.38,1.9,726,7.5,Asia,18228.668,5712.427000000001,1640498.152,1085054.972,34696.669
37,Male,PhD,Employed,Salesperson,No,No Loan,0,0.0,0.0,675,5.0,Asia,2350.0,2106.3520000000003,140914.131,0.0,0.0
23,Male,Master,Employed,Manager,No,No Loan,0,0.0,0.0,797,5.15,Asia,15279.794,10694.897,944435.2490000001,0.0,0.0
69,Female,Master,Employed,Accountant,No,No Loan,0,0.0,0.0,620,8.23,Asia,28194.877,18207.847,2784557.2060000002,0.0,0.0
59,Female,Bachelor,Unemployed,Salesperson,Yes,Car,60,13.74,0.26,599,7.79,Asia,28962.81,12836.687,2706063.399,319908.132,7400.6669999999995
36,Female,Master,Unemployed,Teacher,No,No Loan,0,0.0,0.0,489,1.62,Asia,25845.112,9456.823,501543.39200000005,0.0,0.0
27,Male,High School,Employed,Unemployed,No,No Loan,0,0.0,0.0,556,7.28,Asia,42074.16500000001,13092.555,3676792.234,0.0,0.0
34,Other,Bachelor,Unemployed,Manager,No,No Loan,0,0.0,0.0,478,9.46,Asia,17645.351,9102.960000000001,2003775.9570000002,0.0,0.0
34,Female,Other,Employed,Student,Yes,Education,60,16.16,0.82,423,8.74,Asia,13788.108,7127.456,1446338.9900000002,464294.858,11330.243
49,Male,Other,Employed,Accountant,No,No Loan,0,0.0,0.0,512,7.27,Asia,31110.287,21965.685,2714792.239,0.0,0.0
55,Male,Master,Employed,Engineer,Yes,Education,24,11.0,1.25,478,1.11,Asia,26256.362,20414.309,349137.855,701660.2270000001,32702.882
66,Male,Bachelor,Employed,Accountant,No,No Loan,0,0.0,0.0,367,0.81,Asia,14657.514,8189.609,142621.641,0.0,0.0
42,Female,Bachelor,Employed,Driver,No,No Loan,0,0.0,0.0,646,4.11,Asia,9907.270999999999,7801.06,489014.226,0.0,0.0
32,Female,Master,Employed,Driver,Yes,Education,180,24.91,1.28,827,3.46,Asia,27088.826,11527.032000000001,1126201.122,1630912.784,34714.811
48,Female,Master,Employed,Unemployed,Yes,Home,12,13.43,1.94,764,4.55,Asia,23963.749,11763.958999999999,1308237.4800000002,518846.30100000004,46446.669
59,Female,Bachelor,Student,Accountant,Yes,Home,36,5.17,0.4,511,9.0,Asia,34451.141,19573.526,3718668.3880000003,456114.884,13705.012
52,Female,High School,Self-employed,Unemployed,No,No Loan,0,0.0,0.0,422,7.56,Asia,10173.432,7165.808000000001,922352.675,0.0,0.0
26,Female,Bachelor,Employed,Manager,No,No Loan,0,0.0,0.0,782,0.33,Asia,29981.018,10824.851999999999,118321.607,0.0,0.0
46,Male,Bachelor,Employed,Student,No,No Loan,0,0.0,0.0,751,6.23,Asia,16774.018,10106.739,1254609.963,0.0,0.0
44,Male,Master,Self-employed,Driver,No,No Loan,0,0.0,0.0,647,3.63,Asia,23899.03,13029.057999999999,1041962.646,0.0,0.0
26,Male,High School,Self-employed,Unemployed,Yes,Business,60,3.27,1.08,470,8.26,Asia,34643.512,22021.427,3435410.6210000003,2069680.3440000003,37438.273
48,Female,Master,Self-employed,Accountant,No,No Loan,0,0.0,0.0,488,0.78,Asia,16393.271,13262.131000000001,152641.806,0.0,0.0
59,Male,Bachelor,Self-employed,Engineer,Yes,Education,60,21.76,0.68,771,6.31,Asia,16672.921,10217.988,1262234.867,412983.642,11349.889
50,Female,Bachelor,Employed,Teacher,No,No Loan,0,0.0,0.0,762,0.22,Asia,19623.252,14267.132,50923.46600000001,0.0,0.0
41,Female,High School,Employed,Engineer,Yes,Home,120,8.98,0.72,735,4.94,Asia,15631.824,12410.068000000001,926377.3790000001,883461.961,11181.77
22,Female,Other,Employed,Doctor,Yes,Car,300,10.76,1.46,339,0.48,Asia,11506.681,7794.997,65594.32800000001,1741224.651,16764.712
27,Female,Bachelor,Student,Engineer,Yes,Education,300,16.0,0.76,767,1.17,Asia,26311.258,20177.711000000003,370129.79400000005,1470214.4260000002,19978.572
61,Male,Bachelor,Employed,Unemployed,Yes,Home,180,16.68,1.74,569,0.85,Asia,13627.838,12214.971,139306.308,1561055.6030000001,23671.55
49,Male,Bachelor,Self-employed,Teacher,No,No Loan,0,0.0,0.0,728,8.14,Asia,26900.497000000003,20787.724000000002,2628798.1720000003,0.0,0.0
22,Male,Master,Employed,Accountant,Yes,Home,60,21.31,0.98,823,2.91,Asia,18856.964,5770.8949999999995,658309.871,681698.152,18561.287
26,Male,Master,Employed,Engineer,Yes,Education,360,16.87,0.88,496,9.79,Asia,14438.164999999999,5841.3009999999995,1696515.0080000001,894520.027,12658.604000000001
61,Female,Bachelor,Self-employed,Accountant,No,No Loan,0,0.0,0.0,833,7.04,Asia,23319.144000000004,10241.112000000001,1968897.774,0.0,0.0
51,Female,Bachelor,Self-employed,Accountant,Yes,Home,120,17.28,0.8,642,8.05,Asia,19766.038,14335.141000000001,1909693.989,895366.4500000001,15720.466000000002
49,Male,Bachelor,Employed,Teacher,No,No Loan,0,0.0,0.0,734,9.52,Asia,16255.514,7570.384,1857203.496,0.0,0.0
35,Female,PhD,Employed,Accountant,No,No Loan,0,0.0,0.0,342,4.55,Asia,15278.289999999999,6329.161000000001,834008.6080000001,0.0,0.0
42,Male,Bachelor,Self-employed,Driver,Yes,Car,36,6.16,3.26,535,6.0,Asia,18638.32,12069.647,1341466.762,1992048.658,60746.513000000006
22,Female,Bachelor,Employed,Doctor,Yes,Car,180,20.11,1.34,375,5.7,Asia,22293.745000000003,18848.457000000002,1523963.5790000001,1692619.742,29865.069000000003
30,Female,High School,Employed,Engineer,Yes,Car,120,23.19,0.12,577,8.65,Asia,24397.465,15905.082,2533269.0740000005,139846.714,3004.71
42,Male,Master,Student,Teacher,No,No Loan,0,0.0,0.0,346,8.52,Asia,21016.614,13389.125,2148658.204,0.0,0.0
21,Male,High School,Employed,Engineer,No,No Loan,0,0.0,0.0,672,9.95,Asia,12566.202,4090.034,1500757.517,0.0,0.0
19,Male,Other,Employed,Teacher,No,No Loan,0,0.0,0.0,422,9.12,Asia,27931.583000000002,16795.497000000003,3055247.784,0.0,0.0
66,Male,Master,Employed,Driver,No,No Loan,0,0.0,0.0,648,7.52,Asia,11124.994,6281.2210000000005,1004320.017,0.0,0.0
46,Male,Master,Employed,Engineer,No,No Loan,0,0.0,0.0,810,8.58,Asia,11201.745,4684.2080000000005,1152814.825,0.0,0.0
43,Male,Master,Employed,Engineer,Yes,Business,60,28.49,2.29,670,1.32,Asia,20710.033000000003,15054.241000000002,328712.924,1507463.712,47382.721000000005
29,Male,High School,Employed,Unemployed,No,No Loan,0,0.0,0.0,326,3.57,Asia,11863.035000000002,9427.307,508895.132,0.0,0.0
27,Male,Bachelor,Employed,Manager,No,No Loan,0,0.0,0.0,310,2.89,Asia,4290.348,3143.6890000000003,149029.01,0.0,0.0
55,Male,Master,Employed,Driver,Yes,Car,120,13.06,1.91,769,7.6,Asia,13383.25,5997.435,1220862.2240000002,1707897.5150000001,25561.232000000004
56,Female,Master,Employed,Salesperson,No,No Loan,0,0.0,0.0,325,3.37,Asia,11711.272,4159.641,473528.102,0.0,0.0
23,Male,Bachelor,Employed,Salesperson,No,No Loan,0,0.0,0.0,558,3.17,Asia,4414.428,2231.889,167900.873,0.0,0.0
35,Male,Bachelor,Employed,Manager,No,No Loan,0,0.0,0.0,735,4.71,Asia,36213.03,10950.201000000001,2045907.7440000002,0.0,0.0
49,Male,Bachelor,Self-employed,Unemployed,Yes,Home,12,26.37,6.34,579,5.77,Asia,33709.011,12643.141000000001,2335595.6750000003,2234380.0470000003,213853.102
24,Female,Bachelor,Employed,Doctor,Yes,Car,120,18.35,2.57,402,2.69,Asia,10779.45,6051.955000000001,347687.81100000005,1519069.328,27714.584000000003
34,Male,Master,Employed,Doctor,No,No Loan,0,0.0,0.0,792,2.07,Asia,3882.059,1454.603,96504.019,0.0,0.0
39,Male,Bachelor,Self-employed,Student,No,No Loan,0,0.0,0.0,614,3.09,Asia,15736.023000000001,4802.977,582827.871,0.0,0.0
22,Other,High School,Self-employed,Doctor,No,No Loan,0,0.0,0.0,622,4.12,Asia,13775.324,8893.528,681774.198,0.0,0.0
24,Female,High School,Self-employed,Doctor,Yes,Education,24,16.84,3.49,374,9.14,Asia,16505.366,10333.608,1809805.735,1166586.436,57589.006
65,Male,Bachelor,Employed,Doctor,No,No Loan,0,0.0,0.0,567,0.61,Asia,19230.802,8317.543,140339.791,0.0,0.0
62,Female,PhD,Unemployed,Student,Yes,Car,36,27.78,3.05,381,8.16,Asia,13339.023000000001,9899.187,1305830.845,987649.164,40735.417
39,Male,PhD,Employed,Doctor,No,No Loan,0,0.0,0.0,363,8.36,Asia,5428.030000000001,2644.408,544368.617,0.0,0.0
31,Female,PhD,Employed,Engineer,No,No Loan,0,0.0,0.0,822,4.53,Asia,25047.428,11195.776,1360542.981,0.0,0.0
40,Female,Other,Employed,Accountant,No,No Loan,0,0.0,0.0,394,9.19,Asia,21993.415,11843.483,2425303.964,0.0,0.0
36,Male,Master,Unemployed,Doctor,No,No Loan,0,0.0,0.0,845,7.74,Asia,11059.241000000002,3785.1450000000004,1027290.562,0.0,0.0
60,Female,Bachelor,Employed,Student,Yes,Business,360,12.48,1.19,316,7.17,Asia,12596.047000000002,5605.784000000001,1083726.235,1407700.4309999999,15001.93
35,Male,High School,Employed,Doctor,Yes,Business,360,7.49,1.29,523,5.99,Asia,9241.469000000001,7869.304,664172.651,1703086.172,11896.546
45,Male,Master,Unemployed,Doctor,No,No Loan,0,0.0,0.0,657,4.08,Asia,21075.317,9646.139,1032936.437,0.0,0.0
23,Female,Master,Employed,Accountant,Yes,Car,24,10.25,2.94,689,9.38,Asia,8890.379,7425.530000000001,1000254.329,565231.964,26147.839
48,Male,Other,Student,Engineer,No,No Loan,0,0.0,0.0,769,1.96,Asia,36477.452,26767.863,859610.6830000001,0.0,0.0
64,Female,Bachelor,Student,Doctor,No,No Loan,0,0.0,0.0,530,4.65,Asia,18336.392,15904.706,1022396.687,0.0,0.0
31,Female,High School,Employed,Teacher,No,No Loan,0,0.0,0.0,676,1.33,Asia,4006.421,2530.057,64024.481,0.0,0.0
30,Male,Master,Employed,Unemployed,No,No Loan,0,0.0,0.0,502,3.13,Asia,19711.8,12574.145,740833.3169999999,0.0,0.0
28,Male,Bachelor,Employed,Teacher,No,No Loan,0,0.0,0.0,442,9.52,Asia,12505.431,9003.226,1428905.703,0.0,0.0
54,Male,Master,Employed,Student,Yes,Education,240,26.67,0.29,621,1.46,Asia,38315.622,20072.196000000004,669043.684,499017.048,11147.695
42,Male,High School,Self-employed,Teacher,Yes,Car,36,23.08,29.07,741,9.22,Asia,2350.0,787.6260000000001,260143.87200000003,1762654.442,68305.382
66,Female,Master,Self-employed,Doctor,No,No Loan,0,0.0,0.0,500,6.59,Asia,22034.117,16889.826,1741480.2370000002,0.0,0.0
24,Male,Bachelor,Employed,Student,No,No Loan,0,0.0,0.0,641,5.78,Asia,19474.121000000003,6789.573,1350084.635,0.0,0.0
67,Female,Master,Employed,Doctor,No,No Loan,0,0.0,0.0,500,7.31,Asia,6514.764,2237.2000000000003,571652.117,0.0,0.0
21,Female,Bachelor,Employed,Student,No,No Loan,0,0.0,0.0,502,9.17,Asia,10196.414999999999,3073.471,1122005.902,0.0,0.0
34,Male,Bachelor,Student,Student,No,No Loan,0,0.0,0.0,454,6.66,Asia,25157.831,22097.426,2009565.135,0.0,0.0
68,Male,PhD,Employed,Doctor,Yes,Business,180,5.25,0.03,511,8.86,Asia,22703.162,17714.112,2413501.3710000003,85254.193,685.354
35,Female,Bachelor,Unemployed,Salesperson,No,No Loan,0,0.0,0.0,305,8.29,Asia,9517.547,8295.594000000001,946759.305,0.0,0.0
19,Female,Bachelor,Self-employed,Engineer,Yes,Business,12,18.28,12.33,395,2.57,Asia,8571.907,4501.519,264750.906,1151537.929,105726.5
63,Female,Bachelor,Self-employed,Doctor,Yes,Car,300,12.05,0.67,533,1.59,Asia,16191.077,5533.968000000001,309786.823,1030681.4240000001,10893.472000000002
54,Male,Master,Employed,Unemployed,No,No Loan,0,0.0,0.0,663,3.19,Asia,25677.698,10708.809,982958.7990000001,0.0,0.0
54,Female,Master,Unemployed,Unemployed,No,No Loan,0,0.0,0.0,813,8.56,Asia,27035.011000000002,22123.746000000003,2777087.684,0.0,0.0
28,Female,Bachelor,Student,Student,No,No Loan,0,0.0,0.0,423,6.95,Asia,28346.405,17215.254,2363406.985,0.0,0.0
38,Male,Bachelor,Employed,Student,No,No Loan,0,0.0,0.0,626,1.58,Asia,13155.394,4394.171,249552.28100000002,0.0,0.0
50,Other,Other,Employed,Unemployed,No,No Loan,0,0.0,0.0,810,9.27,Asia,8145.382,6161.653,906475.276,0.0,0.0
38,Female,Bachelor,Employed,Accountant,Yes,Business,12,18.61,7.59,602,4.48,Asia,21411.555,10038.871,1150007.374,1766001.124,162420.10900000003
43,Male,High School,Employed,Accountant,No,No Loan,0,0.0,0.0,474,8.67,Asia,12374.818000000001,10217.941,1288141.361,0.0,0.0
30,Female,Bachelor,Employed,Salesperson,Yes,Business,24,17.48,29.14,442,2.72,Asia,2350.0,1536.1009999999999,76735.255,1378471.789,68473.125
65,Male,Master,Employed,Manager,No,No Loan,0,0.0,0.0,304,7.05,Asia,25529.225000000002,9893.876,2160182.416,0.0,0.0
28,Female,Bachelor,Employed,Unemployed,No,No Loan,0,0.0,0.0,547,5.2,Asia,8768.978000000001,2771.449,547468.455,0.0,0.0
34,Female,Bachelor,Employed,Doctor,No,No Loan,0,0.0,0.0,484,0.5,Asia,18914.915,8753.938,114435.17700000001,0.0,0.0
55,Female,Other,Employed,Manager,Yes,Business,180,29.09,1.31,782,5.58,Asia,27047.889,11186.658,1812481.539,1436880.757,35305.977
63,Male,PhD,Employed,Manager,No,No Loan,0,0.0,0.0,329,9.62,Asia,24336.271,9005.247,2808185.9390000002,0.0,0.0
54,Male,Master,Unemployed,Teacher,Yes,Home,24,25.03,2.86,622,5.11,Asia,12865.028,9015.023,789473.8990000001,688036.055,36731.91
66,Female,Bachelor,Employed,Doctor,Yes,Business,24,12.46,4.19,660,4.03,Asia,20570.443,9042.565,993604.017,1822115.552,86165.241
66,Male,Master,Employed,Student,No,No Loan,0,0.0,0.0,615,5.21,Asia,28351.105,12950.239,1772796.4309999999,0.0,0.0
45,Female,Master,Self-employed,Doctor,No,No Loan,0,0.0,0.0,809,8.21,Asia,21020.092,15672.009,2069915.72,0.0,0.0
36,Male,High School,Student,Accountant,Yes,Car,60,16.71,3.01,692,6.76,Asia,12813.046,5061.947,1040151.783,1563831.8930000002,38621.827
58,Male,High School,Employed,Accountant,No,No Loan,0,0.0,0.0,459,2.13,Asia,31715.318,19056.526,810285.17,0.0,0.0
63,Female,Bachelor,Self-employed,Student,Yes,Education,120,16.23,1.0,779,8.51,Asia,29879.169,11369.018,3050652.406,1764395.7449999999,29809.327
50,Male,High School,Student,Manager,Yes,Business,60,18.21,1.14,796,9.09,Asia,37027.305,12185.643,4038417.7070000004,1655923.5050000001,42238.994000000006
44,Female,High School,Self-employed,Doctor,Yes,Business,120,7.57,1.75,363,6.94,Asia,15573.497000000001,5620.636,1296408.332,2285109.685,27208.206
60,Male,Master,Employed,Student,No,No Loan,0,0.0,0.0,631,9.23,Asia,44112.085,19615.121000000003,4887396.849,0.0,0.0
45,Female,Bachelor,Employed,Manager,No,No Loan,0,0.0,0.0,621,8.7,Asia,14281.467,7558.258000000001,1490835.206,0.0,0.0
55,Other,Other,Unemployed,Teacher,Yes,Home,240,10.53,1.13,342,5.37,Asia,7187.804,3838.6780000000003,462870.24100000004,814210.1400000001,8145.335
46,Male,Bachelor,Unemployed,Engineer,Yes,Home,240,11.8,0.42,615,6.16,Asia,11861.437,9598.951,876538.203,457185.45,4970.391
21,Male,Master,Employed,Unemployed,No,No Loan,0,0.0,0.0,392,6.93,Asia,10287.689,7754.107,855409.0240000001,0.0,0.0
18,Female,Bachelor,Self-employed,Accountant,Yes,Business,300,26.52,2.01,641,3.83,Asia,12164.023000000001,9843.022,559571.989,1107358.446,24507.398
38,Male,Master,Self-employed,Teacher,No,No Loan,0,0.0,0.0,490,1.84,Asia,27829.123000000003,13194.921,616061.618,0.0,0.0
42,Male,Other,Employed,Engineer,No,No Loan,0,0.0,0.0,675,6.22,Asia,10670.645,5938.497,796808.578,0.0,0.0
57,Female,Master,Self-employed,Teacher,Yes,Car,60,21.46,0.81,390,0.85,Asia,18275.339,13906.595,187156.021,541413.492,14787.516000000001
58,Male,Master,Employed,Salesperson,No,No Loan,0,0.0,0.0,355,0.72,Asia,16044.954000000002,14000.877,139466.484,0.0,0.0
27,Female,Master,Employed,Unemployed,No,No Loan,0,0.0,0.0,736,8.57,Asia,10206.191,5362.794,1049235.473,0.0,0.0
25,Female,Bachelor,Student,Manager,No,No Loan,0,0.0,0.0,521,6.41,Asia,12878.846,7847.496000000001,990261.941,0.0,0.0
35,Male,High School,Employed,Salesperson,No,No Loan,0,0.0,0.0,715,0.91,Asia,18396.176,13007.861,200255.10900000003,0.0,0.0
37,Male,Bachelor,Self-employed,Unemployed,Yes,Business,360,7.13,0.68,694,0.96,Asia,13099.699,11138.389,150603.51,1326627.922,8942.22
57,Female,Bachelor,Unemployed,Manager,No,No Loan,0,0.0,0.0,340,8.34,Asia,19279.729,13790.74,1929679.611,0.0,0.0
36,Male,Master,Self-employed,Unemployed,No,No Loan,0,0.0,0.0,596,5.04,Asia,24975.565,17465.811,1509785.465,0.0,0.0
25,Female,High School,Employed,Teacher,No,No Loan,0,0.0,0.0,375,3.4,Asia,2350.0,2000.9310000000003,95981.05,0.0,0.0
34,Male,Bachelor,Employed,Manager,No,No Loan,0,0.0,0.0,708,8.21,Asia,14101.598000000002,12603.708,1389431.296,0.0,0.0
30,Female,Master,Employed,Doctor,Yes,Business,12,7.57,0.42,818,4.27,Asia,17828.698,6884.795,913683.854,86170.599,7478.734
